scenario,seed,final_year,total_employment,unemployment_rate,total_automation,avg_wage,avg_profit,gini,budget,deficit_rounds
free_market,42,2020,10510035,0.3958013797068123,1.0,4.411077753974731,28676176.545713995,0.0,84094592.38722107,0
free_market,123,2020,10510035,0.3958013797068123,1.0,4.411077753974731,28676176.545713995,0.0,84094592.38722107,0
free_market,999,2020,10510035,0.3958013797068123,1.0,4.411077753974731,28676176.545713995,0.0,84094592.38722107,0
moderate,42,2020,10535406,0.39434285714285716,0.9833333333333333,4.411077753974731,29567969.65011578,0.0,77096212.20589839,0
moderate,123,2020,10535406,0.39434285714285716,0.9833333333333333,4.411077753974731,29567969.65011578,0.0,77096212.20589839,0
moderate,999,2020,10535406,0.39434285714285716,0.9833333333333333,4.411077753974731,29567969.65011578,0.0,77096212.20589839,0
aggressive,42,2020,10532073,0.3945344639264156,0.9833333333333333,4.411077753974731,30459028.882505674,0.0,70067466.04180719,0
aggressive,123,2020,10532073,0.3945344639264156,0.9833333333333333,4.411077753974731,30459028.882505674,0.0,70067466.04180719,0
aggressive,999,2020,10532073,0.3945344639264156,0.9833333333333333,4.411077753974731,30459028.882505674,0.0,70067466.04180719,0
